"age","fnlwgt","capital_gain","capital_loss","hours_per_week","income","sex","race","relationship","marital_status","workclass","occupation","education","native_country"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","2","0","2","3","7","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(1-20.6]","<=50K","1","4","0","2","2","11","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","2","2","7","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","1","1","4","1","3","15","39"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","2","0","2","2","12","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","3","12","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","1","0","2","2","4","15","29"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","2","0","2","6","8","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","4","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","0","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","4","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","3","10","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","0","2","2","11","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","11","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","12","12","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(1-20.6]","<=50K","1","4","0","2","2","7","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","5","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","5","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","4","6","2","13","0","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","6","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","5","5","3","12","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","2","5","2","0","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","0","2","2","13","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","9","10","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","2","3","4","2","7","7","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","1","9","14","38"
"(60.8-75.4]","(13769-307956.2]","0","(155-4356]","(40.2-59.8]",">50K","0","4","1","4","2","11","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","10","12","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","1","2","0","2","3","3","12","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(79.4-99]",">50K","0","4","1","4","2","0","15","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","0","4","1","4","4","7","0","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","1","1","0","2","7","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","6","6","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(75.4-90]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","0","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","0","2","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","15","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","4","4","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","2","0","2","2","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","0","4","1","0","4","11","8","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","1","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","3","2","4","2","3","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","3","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","11","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","4","0","2","9","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","0","4","2","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","13","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(59.8-79.4]","<=50K","1","3","0","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","2","4","5","0","15","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","3","15","25"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","9","7","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","3","11","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","1","4","2","5","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","5","8","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","4","0","2","2","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","5","7","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","0","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","4","4","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","1","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","0","2","2","13","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","3","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","2","4","2","11","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","5","0","7","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","0","2","4","4","2","6","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","5","10","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","9","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","9","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","0","2","2","2","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","7","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","3","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","2","6","1","3","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","8","25"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","0","2","5","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","4","2","9","8","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","4","2","13","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","0","0","2","2","3","9","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","0","2","5","13","11","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(1-20.6]","<=50K","1","4","3","4","2","5","1","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","2","3","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","1","4","2","2","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","1","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","3","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","5","10","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","0","2","2","11","11","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","3","10","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","0","4","5","2","4","9","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","7","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","2","0","2","2","6","11","38"
"(31.6-46.2]","(307956.2-602143.4]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","2","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","5","9","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","1","9","12","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","5","2","2","3","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","4","2","2","5","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","8","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(1-20.6]","<=50K","0","4","1","4","2","11","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","13","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","6","11","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(59.8-79.4]",">50K","1","4","0","2","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","4","4","2","0","7","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","3","11","11","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","2","5","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","4","4","2","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","7","0","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","1","3","4","2","5","11","29"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(1-20.6]","<=50K","1","4","0","2","4","11","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","4","0","2","6","11","10"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","2","4","0","4","9","10","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","9","14","38"
"(60.8-75.4]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","1","3","4","2","5","11","16"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","8","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","0","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","4","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","2","4","4","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","1","4","1","0","11","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","9","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","2","3","4","2","0","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","1","10","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","11","9","25"
"(17-31.6]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","4","3","11","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","8","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","0","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","3","5","10","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","11","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","4","11","7"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","12","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(79.4-99]","<=50K","1","4","0","2","2","11","11","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","0","4","5","2","2","0","11","12"
"(46.2-60.8]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","4","0","2","12","11","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(1-20.6]","<=50K","1","4","3","4","1","7","15","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]","<=50K","1","4","3","4","2","13","2","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","7","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","4","4","2","2","8","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","1","4","0","2","0","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","6","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","11","1","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","3","11","12","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]","<=50K","1","4","0","2","2","7","9","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","2","4","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","4","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","2","4","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","9","10","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","4","2","0","11","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(1-20.6]","<=50K","1","4","2","4","2","4","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","2","1","4","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","7","0","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","2","0","2","2","11","15","38"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","4","6","2","7","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(1-20.6]","<=50K","0","4","3","4","2","0","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","1","9","7","38"
"(46.2-60.8]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]","<=50K","1","4","0","2","2","11","8","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","5","3","12","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","2","4","2","6","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","0","4","5","2","2","0","15","38"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(59.8-79.4]",">50K","0","3","5","2","5","3","12","32"
"(31.6-46.2]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","5","2","5","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","6","2","7","4","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(1-20.6]","<=50K","0","2","1","0","4","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","2","15","33"
"(46.2-60.8]","(602143.4-896330.6]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","3","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","3","0","2","3","11","7","38"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","2","3","12","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","5","12","9","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(40.2-59.8]",">50K","0","4","4","5","2","0","14","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","2","4","1","3","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","2","4","2","3","9","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","3","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","5","5","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","1","4","2","7","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","2","9","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","0","1","9","11","25"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","5","2","2","11","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","3","4","3","11","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","0","15","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]",">50K","0","4","5","1","2","12","9","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","4","2","3","9","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","7","15","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","0","2","0","15","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","0","4","1","4","2","3","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","0","2","11","11","38"
"(60.8-75.4]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","0","4","4","5","2","7","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","4","5","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","5","9","14","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","4","11","1","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","9","14","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(40.2-59.8]","<=50K","1","2","0","2","2","2","11","38"
"(46.2-60.8]","(307956.2-602143.4]","0","0","(59.8-79.4]",">50K","1","4","0","2","4","3","12","11"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","2","0","8","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]",">50K","1","4","0","2","2","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","0","2","0","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","3","11","9","38"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]",">50K","1","4","0","2","5","3","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","3","4","2","7","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","1","4","2","9","10","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","3","3","12","17"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","12","9","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]",">50K","1","4","0","2","1","3","7","38"
"(31.6-46.2]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","4","0","2","7","6","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","1","4","1","5","2","7","15","3"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","11","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]",">50K","1","4","0","2","1","2","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","2","3","4","5","9","10","22"
"(46.2-60.8]","(13769-307956.2]","(114-99999]","0","(40.2-59.8]",">50K","1","4","0","2","2","2","8","38"
"(17-31.6]","(13769-307956.2]","(114-99999]","0","(20.6-40.2]","<=50K","1","4","1","0","2","7","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","5","2","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","3","4","2","7","11","10"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]",">50K","1","4","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]",">50K","1","4","0","2","2","2","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","6","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","5","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(59.8-79.4]","<=50K","0","4","3","4","2","7","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","1","4","2","13","11","4"
"(31.6-46.2]","(13769-307956.2]","0","0","(79.4-99]",">50K","1","4","0","2","0","9","9","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","3","4","11","8","38"
"(17-31.6]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","2","2","4","2","7","9","38"
"(31.6-46.2]","(307956.2-602143.4]","(114-99999]","0","(20.6-40.2]",">50K","1","2","1","4","4","9","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","6","4","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","4","4","2","9","10","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","2","0","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","1","4","2","4","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","4","2","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","0","2","2","3","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","1","4","2","0","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","1","4","2","2","15","38"
"(31.6-46.2]","(13769-307956.2]","0","(155-4356]","(20.6-40.2]",">50K","1","4","0","2","1","10","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","4","1","0","2","0","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","4","4","5","2","0","9","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","0","2","5","2","2","7","15","38"
"(17-31.6]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","5","11","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","3","4","2","11","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(1-20.6]","<=50K","1","4","3","4","2","7","15","10"
"(31.6-46.2]","(307956.2-602143.4]","0","0","(20.6-40.2]","<=50K","0","4","1","5","4","9","15","38"
"(31.6-46.2]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","1","4","0","2","2","6","11","38"
"(46.2-60.8]","(13769-307956.2]","0","0","(40.2-59.8]","<=50K","0","2","5","2","2","2","11","38"
"(17-31.6]","(13769-307956.2]","0","0","(20.6-40.2]","<=50K","1","4","1","4","2","0","11","38"
