"","tax","income","csp","age","educ","marital","race","sex","ss"
"36483",644,17346,0,90,"34","5","4","2",8946
"36485",0,25910,0,21,"40","7","4","2",0
"36486",3500,52580,0,68,"37","1","4","1",11202
"36487",0,20326,0,84,"35","1","4","1",9546
"36488",0,43055,0,23,"39","7","1","1",0
"36489",384,66928,0,49,"40","1","1","2",0
"36490",300,21836,0,76,"40","1","1","1",6114
"36491",0,39400,0,21,"40","1","1","1",0
"36492",411,85562,0,52,"41","3","2","2",0
"36493",900,98160,0,50,"40","1","1","2",0
"36494",585,52050,12000,35,"43","5","1","2",0
"36495",875,87490,0,54,"43","1","1","1",0
"36496",0,27528,3528,43,"43","5","2","2",0
"36497",0,22452,0,71,"32","6","1","2",4452
"36498",125,39210,0,48,"40","1","1","2",0
"36499",300,24800,0,47,"39","1","2","1",0
"36500",0,11075,0,77,"39","4","1","2",9246
"36501",178,14030,0,85,"34","1","1","1",9336
"36502",1200,56724,0,75,"44","1","1","2",9786
"36503",700,19890,0,44,"39","1","1","1",7890
"36504",470,135000,0,38,"39","1","1","2",0
"36505",0,17000,0,23,"43","7","1","1",0
"36506",0,18400,0,40,"40","7","1","2",0
"36507",0,60030,0,31,"40","1","1","1",0
"36508",0,17659,0,36,"35","5","2","1",0
"36509",0,16469,0,23,"39","7","2","1",0
"36510",0,29802,0,42,"34","1","1","2",0
"36511",1400,36020,0,56,"40","1","1","2",0
"36512",1500,76610,0,69,"41","1","1","1",12546
"36514",500,91500,0,26,"43","1","1","1",0
"36515",1300,16000,0,50,"43","1","1","1",0
"36516",1400,33830,0,30,"42","1","1","1",0
"36517",1000,6480,0,61,"39","4","1","2",5040
"36518",0,282645,0,30,"45","7","1","2",0
"36519",800,26800,0,34,"39","1","1","2",0
"36520",0,1842,0,24,"43","7","1","2",0
"36521",0,42800,0,51,"40","6","2","2",0
"36522",0,21734,6500,31,"39","5","2","2",7566
"36523",0,108009,0,48,"40","1","2","1",0
"36524",0,27000,0,40,"40","5","2","1",0
"36525",0,41000,0,27,"40","7","1","2",0
"36526",0,9946,0,38,"39","1","1","1",6546
"36527",4000,61192,0,39,"41","1","1","2",0
"36528",88,16980,0,78,"40","1","1","2",8634
"36531",4100,53747,0,40,"43","1","1","1",0
"36532",6200,50024,0,43,"39","1","1","1",0
"36533",862,71016,0,57,"39","1","1","1",0
"36534",0,30400,0,32,"40","7","1","1",0
"36535",650,38621,0,49,"39","5","2","1",0
"36536",0,28300,0,73,"39","4","1","1",6978
"36537",347,144561,0,33,"40","1","1","1",0
"36538",0,14722,0,42,"33","1","1","1",0
"36539",0,32000,0,28,"39","1","1","1",0
"36540",1000,108826,0,67,"43","1","1","2",5346
"36541",2463,96631,0,67,"44","4","1","1",13746
"36542",200,25709,0,66,"39","1","1","1",11346
"36543",0,28005,0,30,"40","7","4","2",0
"36544",1800,36002,0,53,"46","1","1","1",0
"36545",1721,51607,0,69,"39","1","1","1",11388
"36546",0,39000,0,43,"42","7","1","2",0
"36547",0,7800,0,53,"33","5","1","2",0
"36548",1600,60239,0,53,"40","1","1","1",0
"36549",0,67920,0,43,"39","1","1","1",0
"36550",1800,71616,0,40,"44","1","4","1",0
"36551",0,20700,0,22,"40","7","3","1",0
"36552",1285,22005,0,60,"39","7","1","1",0
"36553",666,13588,0,73,"39","3","1","2",12000
"36554",248,32787,0,71,"39","1","1","1",10518
"36555",1200,86313,0,35,"42","1","1","2",0
"36556",1200,90026,0,29,"41","1","1","2",0
"36557",2500,47500,0,31,"43","7","4","1",0
"36558",1500,117669,0,41,"44","1","1","2",0
"36559",1800,139827,0,43,"43","1","1","2",0
"36560",1600,103616,0,46,"46","1","1","2",0
"36561",100,16884,0,90,"34","1","1","1",6210
"36562",489,10137,0,47,"43","5","1","2",0
"36563",0,3600,0,60,"39","1","4","1",0
"36564",2006,46600,0,59,"43","1","1","1",0
"36566",3600,22884,0,59,"46","1","1","1",0
"36567",1500,55520,0,48,"40","1","1","1",0
"36568",3800,55200,0,51,"43","1","2","1",0
"36569",1100,99000,0,38,"40","1","1","1",0
"36570",0,33000,0,41,"37","1","1","2",0
"36571",815,34146,0,52,"34","5","2","2",0
"36572",0,7494,0,51,"39","5","1","2",0
"36573",1490,22000,0,33,"39","3","1","1",0
"36574",0,12275,0,22,"39","1","1","1",0
"36575",0,13851,0,49,"37","1","1","2",0
"36576",0,30620,0,39,"40","7","1","1",0
"36577",1700,61760,0,36,"40","1","1","1",0
"36578",1740,90080,0,49,"40","1","1","1",0
"36579",0,180,0,24,"41","7","2","2",0
"36580",0,44662,0,24,"35","1","1","1",0
"36581",0,4224,0,31,"40","7","2","2",0
"36582",0,36840,0,40,"34","1","1","2",0
"36583",1107,87000,0,46,"40","1","1","2",0
"36584",830,48300,0,32,"43","1","4","2",0
"36585",0,19200,0,33,"35","7","1","2",0
"36586",0,268395,0,55,"44","1","1","2",0
"36587",0,30005,0,28,"40","7","1","1",0
"36588",3100,77924,0,77,"40","1","1","2",4710
"36589",0,18000,0,36,"40","7","1","1",0
"36590",0,98170,0,61,"33","1","4","1",0
"36591",430,32546,0,63,"36","1","1","2",0
"36592",0,89860,0,70,"41","4","4","2",6000
"36593",741,59553,0,36,"43","1","1","2",0
"36594",4823,80800,0,44,"39","1","1","1",0
"36595",0,22616,0,40,"42","1","1","2",0
"36596",425,47650,0,59,"39","1","1","1",0
"36597",3000,72996,0,49,"44","1","1","1",0
"36598",597,16051,0,79,"40","4","1","2",10914
"36599",245,15000,0,49,"39","5","1","2",0
"36600",430,15482,0,70,"37","4","1","2",11010
"36601",342,36620,0,38,"44","1","1","1",0
"36602",0,34620,3600,39,"43","5","1","2",0
"36603",0,8932,0,33,"39","7","1","1",0
"36604",0,13239,0,78,"34","4","1","2",11196
"36605",0,16040,0,22,"39","1","2","2",0
"36606",1400,37060,0,31,"40","1","1","1",0
"36607",0,21800,0,57,"34","6","1","1",0
"36608",0,57758,0,44,"40","1","1","1",0
"36609",667,115161,0,52,"41","1","1","1",0
"36610",433,80000,0,37,"42","1","1","2",0
"36611",846,136000,0,34,"43","1","1","1",0
"36612",0,35300,0,29,"39","7","3","2",0
"36613",0,59500,0,19,"39","7","1","2",0
"36614",167,105121,0,47,"40","5","1","1",0
"36615",600,18317,0,29,"39","7","1","2",0
"36616",809,31071,0,56,"39","1","1","2",0
"36617",818,1,0,44,"44","7","1","1",0
"36618",4800,160250,0,52,"44","1","1","1",0
"36619",2094,41236,0,81,"43","4","1","1",11346
"36620",0,45305,0,20,"39","7","1","2",0
"36621",1127,90577,0,32,"44","7","1","1",0
"36622",0,8500,0,21,"40","5","1","2",0
"36623",0,39262,0,76,"40","1","1","1",3690
"36624",0,23000,0,38,"37","1","2","1",0
"36625",0,52688,0,54,"39","1","1","2",0
"36626",350,124180,0,49,"46","1","1","1",0
"36627",375,224365,0,63,"45","1","1","1",0
"36628",99,30700,0,41,"39","1","1","1",0
"36629",300,105200,0,44,"42","1","1","2",0
"36630",0,67592,0,33,"39","1","1","1",0
"36631",500,68500,0,40,"44","7","1","1",0
"36632",325,17358,0,71,"43","1","1","1",11166
"36633",54,41093,0,53,"39","1","1","1",0
"36634",74,89143,0,54,"43","1","1","1",0
"36635",0,31200,0,22,"41","7","2","1",0
"36636",767,103999,0,57,"40","1","1","1",0
"36637",140,75469,0,63,"40","5","1","1",0
"36638",550,32000,0,51,"40","1","1","1",0
"36640",505,18010,0,24,"41","7","2","2",0
"36641",0,23002,0,61,"35","1","1","1",0
"36642",2000,30000,0,41,"33","1","1","2",0
"36643",0,29640,0,52,"33","1","1","2",0
"36644",5000,115534,0,50,"42","1","4","1",0
"36646",1953,105000,9660,38,"43","1","1","2",0
"36647",373,59700,0,32,"43","1","1","2",0
"36648",400,9174,0,62,"36","4","1","2",7974
"36649",600,13060,0,21,"36","7","1","2",0
"36650",0,32666,0,63,"33","1","1","1",6066
"36651",0,61250,0,28,"45","7","1","1",0
"36652",1600,21000,0,35,"34","1","1","1",0
"36654",350,25682,0,79,"34","4","1","2",14682
"36655",800,35492,0,76,"43","4","1","2",20346
"36656",1400,65400,0,41,"44","5","1","1",0
"36657",900,37840,0,59,"44","1","1","1",0
"36658",984,144100,0,44,"40","1","1","1",0
"36659",0,10000,0,48,"40","5","1","2",0
"36660",1500,133958,0,35,"44","1","1","1",0
"36661",2400,60300,0,52,"40","5","1","1",0
"36662",0,72000,0,35,"39","1","1","1",0
"36663",0,27054,0,31,"37","5","1","1",0
"36664",312,80409,0,81,"43","4","1","1",5346
"36665",1700,125000,0,51,"43","1","1","1",0
"36666",1250,67118,4500,40,"39","5","1","2",0
"36667",1857,118855,0,47,"44","1","1","1",0
"36668",1300,66000,0,29,"43","1","1","2",0
"36669",0,30035,0,36,"42","7","1","2",0
"36670",2800,32000,0,33,"40","7","2","2",0
"36671",1032,32684,0,52,"39","5","1","2",0
"36672",0,79306,0,34,"44","7","1","1",0
"36673",0,52010,0,23,"43","7","1","2",0
"36674",9363,70382,0,45,"44","1","1","2",0
"36675",1500,31200,0,32,"39","1","1","1",0
"36676",0,57100,0,30,"42","1","2","1",0
"36677",0,58000,0,31,"40","1","2","2",0
"36678",0,14000,0,29,"43","7","1","1",0
"36679",0,10000,0,24,"40","6","3","2",0
"36680",0,155000,0,52,"43","1","1","1",0
"36681",515,31549,0,66,"43","3","1","2",9666
"36682",900,65088,0,51,"40","1","1","2",0
"36683",560,31398,0,41,"40","1","1","1",0
"36685",980,184000,0,53,"43","1","1","2",0
"36686",1181,395382,0,41,"43","5","1","1",0
"36687",0,62076,0,28,"43","7","1","2",0
"36688",624,43047,0,85,"43","4","1","2",13746
"36689",820,30,0,55,"43","1","1","1",0
"36690",3000,105255,0,48,"40","1","1","2",0
"36691",0,51250,0,46,"40","5","1","2",0
"36692",0,84000,0,36,"40","1","2","1",0
"36693",882,65231,0,66,"43","1","1","1",10977
"36694",0,7000,0,20,"39","7","4","2",0
"36695",502,31392,0,72,"39","1","4","1",16146
"36696",0,35000,0,31,"39","1","4","1",0
"36697",1800,75000,0,50,"39","1","4","1",0
"36698",800,74326,0,56,"39","1","4","1",0
"36699",500,166000,0,50,"43","1","4","2",0
"36700",0,50615,0,34,"39","1","1","1",0
"36701",300,14600,0,29,"39","7","1","1",0
"36702",600,113118,0,66,"43","1","1","1",11946
"36703",3250,127293,0,45,"39","1","1","1",0
"36704",0,38650,0,42,"42","7","2","2",0
"36705",0,27040,0,31,"33","1","1","1",0
"36706",4000,126083,0,37,"44","7","4","2",0
"36707",2637,130947,0,46,"40","1","1","1",0
"36708",1200,64064,0,62,"42","1","1","2",2800
"36709",4000,92870,0,66,"45","1","1","1",0
"36710",3800,133640,0,58,"39","1","1","2",0
"36711",850,36000,0,33,"39","7","1","1",0
"36712",1300,83150,0,30,"43","1","1","1",0
"36713",1900,113333,0,50,"46","1","1","1",0
"36714",0,72000,0,34,"39","1","1","1",0
"36715",1000,20960,0,86,"34","4","1","1",13026
"36716",0,35880,0,22,"40","7","1","2",0
"36717",650,51208,0,30,"39","1","1","1",0
"36718",183,23602,3600,34,"40","5","1","2",0
"36719",0,57854,0,26,"40","7","1","2",0
"36720",0,21512,0,21,"40","7","1","1",0
"36721",0,144022,0,66,"43","1","1","1",0
"36722",995,21000,0,50,"39","1","1","2",0
"36723",2100,142883,0,52,"42","7","1","2",0
"36724",800,88142,0,42,"39","5","4","2",0
"36725",0,60200,0,33,"43","7","1","1",0
"36726",0,14001,0,48,"45","5","1","1",0
"36727",500,70360,0,39,"44","1","1","1",0
"36728",1100,72536,0,53,"42","4","1","1",0
"36729",1900,103526,0,57,"40","1","1","1",0
"36730",980,76772,0,63,"39","1","1","1",0
"36731",0,25000,0,54,"41","7","1","1",0
"36732",0,26500,0,24,"43","1","1","1",0
"36733",0,33204,0,23,"43","7","4","1",0
"36734",1687,39000,0,29,"40","7","1","2",0
"36735",915,30446,0,82,"39","4","1","2",10446
"36737",1500,43456,0,24,"39","1","1","2",0
"36738",113,20304,0,78,"34","4","1","2",9786
"36740",150,84000,0,53,"44","1","1","2",0
"36741",1371,110076,0,37,"43","1","1","1",0
"36742",106,20660,6360,47,"39","5","1","2",0
"36743",0,13300,0,57,"43","5","1","2",0
"36744",800,86577,0,47,"43","5","1","1",0
"36745",0,11026,0,29,"40","7","2","2",0
"36746",0,17500,0,28,"40","7","2","2",0
"36747",0,28700,0,30,"39","5","1","1",0
"36748",4680,46357,0,53,"43","1","1","2",0
"36749",1200,51500,0,43,"39","1","1","1",0
"36750",2400,117826,0,43,"39","1","1","1",0
"36751",0,30000,0,47,"39","7","1","1",0
"36752",0,35000,0,19,"39","7","1","2",0
"36753",468,31615,0,41,"40","1","1","2",0
"36754",0,51288,0,41,"44","6","1","1",0
"36755",1240,80214,0,44,"39","1","1","1",0
"36756",2800,123384,0,64,"43","1","1","1",0
"36757",0,36266,0,34,"43","7","1","1",0
"36758",2200,33278,0,38,"40","5","1","2",0
"36759",4600,65592,0,79,"40","1","1","1",16546
"36760",979,33778,0,50,"46","7","1","2",0
"36761",3800,102500,0,31,"45","1","1","1",0
"36762",3000,82000,0,31,"43","1","1","2",0
"36763",4100,238109,0,55,"43","1","1","2",0
"36764",3400,98213,0,76,"43","4","1","1",13146
"36765",2200,38626,0,38,"39","5","1","1",0
"36766",0,32025,0,51,"43","7","1","2",0
"36767",10500,85913,0,47,"41","1","1","1",0
"36768",0,15168,0,39,"39","5","1","1",0
"36769",0,28899,0,57,"39","7","1","2",0
"36770",4800,38176,0,25,"40","7","1","1",0
"36771",0,29400,0,26,"43","7","1","1",0
"36772",0,76850,0,54,"44","1","1","2",0
"36773",0,24000,0,49,"41","1","2","1",0
"36774",0,39680,0,50,"40","7","2","2",0
"36775",2000,32000,0,36,"44","7","1","1",0
"36777",0,6547,0,78,"33","4","2","2",6546
"36778",0,2000,0,25,"36","7","2","2",0
"36779",0,8840,0,46,"38","7","2","2",0
"36780",1200,12592,0,49,"39","1","1","2",0
"36781",0,20110,0,71,"39","1","1","1",13200
"36782",0,18163,0,72,"39","7","1","2",10000
"36783",0,11724,0,69,"43","1","1","1",0
"36784",0,2550,0,38,"40","5","1","2",0
"36785",0,41209,13200,24,"40","6","1","2",0
"36786",0,35000,0,62,"34","5","1","1",0
"36787",0,52309,0,54,"44","7","1","2",0
"36788",1300,116540,0,59,"39","1","1","2",0
"36789",0,12390,0,72,"36","4","1","2",8790
"36790",0,62196,0,22,"40","7","1","2",0
"36791",0,10903,0,53,"43","5","1","2",7110
"36792",1000,27630,0,51,"39","7","1","2",0
"36793",0,13856,2500,28,"40","7","2","2",0
"36794",650,53000,0,43,"40","1","1","1",0
"36795",0,76470,0,45,"39","5","1","2",0
"36796",0,12000,0,49,"37","5","1","2",0
"36797",700,46546,0,65,"39","1","1","1",14546
"36798",0,22208,4200,31,"40","7","2","2",0
"36799",1000,19228,0,76,"34","1","1","1",9186
"36800",1150,89262,0,38,"39","1","1","1",0
"36801",2254,51801,0,24,"43","1","1","2",0
"36802",600,29575,1350,42,"43","5","1","2",0
"36803",0,15063,0,21,"39","7","1","1",0
"36804",0,21900,0,28,"40","7","1","1",0
"36805",2400,76159,0,51,"39","1","1","1",0
"36806",724,31543,0,78,"39","1","1","1",7200
"36807",600,75400,0,42,"39","1","1","1",0
"36808",2600,19446,0,75,"43","5","1","2",7446
"36809",5000,81230,0,47,"43","1","1","2",0
"36810",0,30384,0,35,"39","5","1","1",0
"36811",700,35552,0,45,"39","1","1","2",0
"36812",0,6419,0,36,"41","7","1","1",0
"36813",800,69000,0,58,"43","4","1","2",0
"36814",1476,84846,0,35,"43","1","1","2",0
"36815",1300,230709,0,40,"44","1","1","2",0
"36816",789,294313,0,65,"44","1","2","2",8226
"36817",1200,30000,0,69,"39","4","1","2",0
"36818",2771,195100,0,51,"43","1","1","1",0
"36819",5,12291,0,78,"36","4","1","2",11346
"36821",320,7513,0,53,"40","5","1","2",0
"36822",0,6400,0,44,"39","6","3","2",0
"36823",0,11600,0,33,"40","7","1","1",0
"36824",1215,81328,0,39,"39","5","1","1",0
"36825",0,21500,0,35,"40","5","1","1",0
"36826",1200,47000,0,45,"39","1","1","1",0
"36827",1272,47149,0,39,"39","1","2","2",0
"36828",0,13010,0,33,"39","7","1","2",0
"36829",2500,106429,0,57,"46","1","1","1",0
"36830",0,11894,848,22,"42","7","2","2",0
"36831",2012,11514,0,70,"39","1","1","2",3606
"36832",3300,181829,0,52,"43","1","1","1",0
"36833",0,27546,0,37,"39","3","1","2",0
"36834",0,11701,0,32,"39","6","2","2",0
"36835",1414,75960,0,79,"40","4","2","2",0
"36836",874,100580,0,75,"44","1","1","1",16650
"36837",260,232501,0,45,"43","1","1","2",0
"36838",2200,60000,0,35,"39","1","2","1",0
"36839",2378,72966,2400,31,"39","1","1","2",0
"36840",1464,63215,0,35,"39","1","1","1",0
"36841",0,37648,0,27,"34","1","4","2",0
"36842",0,9578,0,27,"35","7","1","2",0
"36843",1400,96500,0,46,"43","1","1","1",0
"36845",481,109100,0,42,"40","1","1","1",0
"36846",6400,79460,0,59,"44","1","1","2",0
"36847",0,82050,0,56,"33","3","1","1",0
"36848",170,17963,0,87,"35","4","1","1",9786
"36849",0,51653,0,36,"40","5","1","1",0
"36850",0,90000,0,39,"39","1","2","1",0
"36851",3400,48612,0,44,"39","5","1","2",0
"36852",0,14049,0,85,"34","4","1","2",9672
"36853",700,42000,0,35,"39","1","1","1",0
"36854",600,76480,0,51,"35","1","4","2",0
"36855",600,95087,0,47,"36","1","4","1",0
"36856",0,15000,0,22,"39","1","1","2",0
"36857",2500,63632,0,30,"39","1","1","1",0
"36858",0,14000,0,36,"32","6","4","2",0
"36859",1523,68284,0,46,"39","1","1","1",0
"36860",0,24510,0,19,"40","1","1","1",0
"36861",0,18000,0,29,"40","6","1","2",0
"36862",700,71900,0,36,"43","1","1","1",0
"36863",450,76692,0,55,"40","1","1","1",0
"36864",0,54000,0,28,"39","1","1","2",0
"36865",900,36199,0,36,"43","7","1","2",0
"36866",10105,69500,0,51,"43","5","1","1",0
"36867",1217,160502,0,54,"44","1","4","1",0
"36868",2820,17952,0,60,"39","1","1","1",0
"36869",2305,114841,0,40,"44","1","1","1",0
"36870",733,306147,0,68,"43","1","1","1",0
"36871",315,149060,0,36,"43","1","1","2",0
"36872",0,29040,0,35,"39","1","1","1",0
"36873",0,16640,0,44,"39","6","2","2",0
"36874",551,30715,0,70,"36","4","4","2",12546
"36875",2365,48786,0,69,"39","1","1","1",12786
"36876",560,60173,0,41,"40","5","1","1",0
"36877",0,58000,0,22,"40","7","1","1",0
"36878",0,42000,0,40,"37","1","1","1",0
"36879",0,10000,0,23,"39","6","1","2",0
"36880",0,131004,0,56,"39","3","1","1",0
"36881",3574,151018,0,50,"43","1","1","1",0
"36882",9200,78730,0,37,"44","1","1","2",0
"36883",300,65000,0,60,"39","5","1","1",0
"36884",0,67500,0,29,"43","1","2","1",0
"36885",0,39004,0,25,"43","1","1","1",0
"36886",550,41016,0,52,"39","5","1","2",0
"36887",72,16240,0,54,"40","5","1","2",6240
"36888",116,21028,0,65,"40","1","1","1",0
"36889",428,63400,0,45,"41","1","1","1",0
"36890",0,18018,0,40,"42","5","1","1",0
"36891",340,23184,0,78,"39","1","1","1",11406
"36892",269,30792,0,43,"39","7","2","1",0
"36893",0,148700,0,51,"39","5","1","1",0
"36894",1200,6360,0,38,"39","5","3","2",0
"36895",667,18830,0,82,"40","4","1","2",10086
"36896",225,15000,0,38,"33","7","1","2",0
"36897",400,63997,0,60,"40","1","1","1",0
"36899",15,6786,0,75,"34","4","1","1",4146
"36900",400,50848,0,50,"40","1","1","1",0
"36901",0,12499,0,23,"35","6","1","1",0
"36903",0,50984,0,34,"33","1","1","1",0
"36904",0,62000,0,42,"39","1","1","2",0
"36905",0,53640,0,28,"40","1","1","1",0
"36906",2600,98000,0,54,"43","1","1","1",0
"36907",540,13885,0,71,"37","5","1","2",7746
"36908",0,77000,0,28,"40","3","4","1",0
"36909",0,26300,0,24,"39","1","4","1",0
"36910",4400,11298,0,81,"40","4","1","1",10170
"36911",375,359838,0,62,"41","1","3","2",0
"36912",100,13335,0,69,"34","1","1","1",6990
"36913",0,16250,0,43,"39","5","1","2",0
"36914",0,46350,0,30,"43","1","1","2",0
"36915",1464,24118,0,78,"34","1","1","1",10200
"36916",0,10080,0,72,"39","4","1","2",8112
"36917",65,41200,0,63,"39","1","1","1",10000
"36918",1200,37462,0,52,"41","5","1","2",0
"36919",1200,89862,0,52,"43","1","1","1",0
"36920",4425,14950,0,43,"39","7","1","2",0
"36921",928,44001,0,58,"37","1","1","1",0
"36922",3298,24752,0,45,"37","5","1","2",0
"36923",0,14587,0,58,"38","1","1","1",10446
"36924",1500,39000,0,63,"43","7","2","1",0
"36925",0,38300,0,64,"46","1","2","1",0
"36926",210,23811,0,39,"40","1","1","1",0
"36927",600,74541,3000,35,"39","4","1","2",16800
"36928",98,27400,0,30,"39","1","1","1",0
"36930",800,143600,0,54,"43","1","1","1",0
"36931",475,32023,0,67,"39","1","3","1",7746
"36932",350,75029,0,48,"43","1","1","2",0
"36933",0,16020,0,25,"39","7","1","2",0
"36934",480,42750,0,24,"40","1","1","1",0
"36935",1200,66178,0,66,"39","1","1","1",11622
"36936",13000,25124,0,52,"39","1","1","1",0
"36937",1400,23414,0,85,"43","4","1","1",15582
"36938",600,11424,0,82,"39","7","1","2",9426
"36939",0,22020,0,41,"33","1","1","2",0
"36940",2768,39436,0,67,"39","1","1","1",6870
"36941",0,8422,0,51,"39","4","2","2",0
"36942",3100,104838,0,40,"36","1","1","1",0
"36943",450,36064,0,55,"37","1","1","1",0
"36944",1514,83000,0,48,"39","1","1","1",0
"36945",120,26800,0,59,"35","7","2","2",0
"36946",60,20078,0,71,"39","1","1","1",7746
"36947",2500,30792,0,35,"41","5","2","1",0
"36948",65,18286,0,23,"39","7","1","1",0
"36949",0,17000,0,24,"39","7","1","2",0
"36950",0,21299,0,35,"40","7","2","1",0
"36951",850,3840,0,44,"40","5","1","1",0
"36952",0,30520,0,44,"40","7","1","1",0
"36953",5400,249339,0,63,"45","1","1","1",0
"36954",1400,50098,0,60,"39","1","1","2",0
"36955",600,96900,0,40,"39","1","1","1",0
"36956",534,39015,0,30,"40","5","1","1",0
"36957",280,43030,0,65,"39","1","1","1",9902
"36958",90,13308,0,87,"34","1","1","1",9762
"36959",0,15900,0,37,"39","1","1","1",0
"36960",0,7212,0,59,"36","1","1","1",0
"36961",330,69295,0,56,"40","1","1","1",0
"36962",0,26000,0,26,"39","7","1","2",0
"36963",0,19600,0,25,"39","1","1","1",0
"36964",669,94241,0,35,"39","7","1","1",0
"36965",3000,34416,0,59,"44","1","1","1",0
"36966",1500,60202,0,40,"44","1","1","1",0
"36967",0,12648,0,27,"39","7","1","2",0
"36968",1500,24935,0,48,"43","5","1","2",0
"36969",0,15684,3484,24,"39","7","1","2",0
"36970",600,54867,0,55,"35","1","1","1",11352
"36971",0,16870,0,77,"39","4","1","2",13554
"36972",3480,117199,0,42,"44","1","1","1",0
"36973",1374,24562,0,62,"40","1","1","1",0
"36974",0,37269,7200,46,"39","5","1","2",0
"36975",550,27986,0,78,"39","1","1","2",4626
"36976",0,15200,0,28,"43","7","1","1",0
"36977",640,50000,0,46,"39","1","1","1",0
"36978",238,52840,0,41,"39","1","1","1",0
"36979",0,1,0,26,"36","1","1","1",0
"36980",683,61605,0,48,"39","1","1","1",0
"36981",211,23082,0,67,"33","1","1","1",12546
"36982",0,8400,0,49,"36","5","4","2",0
"36983",156,10758,0,80,"32","4","1","2",7758
"36984",67,14406,0,46,"40","1","1","1",0
"36985",0,21420,4920,29,"40","5","1","2",0
"36986",784,36358,0,48,"39","1","1","1",0
"36987",0,56400,0,53,"42","1","1","1",0
"36988",235,16546,0,81,"34","4","1","2",8946
"36989",458,63961,0,87,"39","4","1","2",28049
"36990",1800,18000,0,20,"39","1","1","2",0
"36991",400,49500,0,38,"40","1","1","1",0
"36992",625,71566,0,41,"43","1","1","1",0
"36993",461,23011,0,50,"39","5","1","2",0
"36994",547,86640,0,41,"40","1","1","1",0
"36995",15,56104,0,26,"43","1","1","2",0
"36996",0,39540,0,22,"39","1","1","1",0
"36997",0,25000,0,28,"35","7","1","1",0
"36998",15,17400,0,38,"40","7","1","2",0
"36999",0,60000,0,45,"43","3","1","2",0
"37000",300,57800,0,41,"39","1","1","1",0
"37001",0,83649,0,45,"40","5","1","1",0
"37002",0,65200,0,27,"42","7","1","1",0
"37003",1500,90000,0,57,"40","5","1","2",0
"37004",443,25000,0,49,"41","4","1","2",0
"37005",3328,60101,0,26,"44","3","4","1",0
"37007",0,10835,0,78,"40","7","1","2",5778
"37008",1700,65750,0,57,"39","3","1","2",0
"37009",1500,10946,0,74,"40","1","1","1",4662
"37010",1150,123339,0,38,"39","1","1","1",0
"37012",0,89500,0,53,"43","1","1","1",0
"37013",594,20000,0,49,"43","5","1","1",0
"37014",500,67956,0,25,"40","1","2","2",0
"37015",1300,186927,0,53,"40","1","1","1",0
"37016",1850,156600,0,41,"43","1","1","1",0
"37017",0,52000,0,38,"39","5","1","1",0
"37018",3700,30066,0,47,"44","1","1","2",0
"37019",4000,169012,0,69,"46","1","1","1",19746
"37020",78,25800,0,34,"39","5","1","1",0
"37021",1939,58200,0,29,"41","1","1","2",0
"37022",0,115204,0,55,"39","1","1","1",0
"37023",2700,110000,0,33,"39","7","1","2",0
"37024",1400,148619,0,53,"46","1","4","1",0
"37025",580,44400,0,38,"36","7","1","2",0
"37026",3073,69625,0,45,"44","7","1","2",0
"37027",1800,50000,0,38,"39","1","1","1",0
"37028",988,81000,0,63,"39","1","1","2",0
"37029",300,113484,0,36,"43","1","1","1",0
"37030",1250,29572,0,67,"43","1","1","1",13746
"37031",0,12036,0,47,"39","7","2","1",0
"37032",828,88600,0,50,"36","1","1","1",0
"37033",280,15000,0,40,"37","1","1","1",0
"37034",2453,200497,0,40,"44","1","1","1",0
"37035",3724,118252,0,33,"44","1","1","1",0
"37036",980,269774,0,47,"43","1","1","2",0
"37037",1800,79834,0,45,"44","1","1","1",0
"37038",2222,51061,0,80,"39","1","2","1",4897
"37039",2160,87150,7150,34,"44","7","1","2",0
"37040",2350,80000,0,58,"40","1","2","1",0
"37041",570,70600,0,30,"40","1","1","1",0
"37042",0,66417,0,31,"43","7","4","2",0
"37043",0,21910,0,81,"39","4","1","2",6546
"37044",0,20000,0,47,"39","6","1","1",0
"37045",1274,75000,0,34,"40","5","1","1",0
"37046",95,115750,0,45,"41","1","1","1",0
"37047",200,62000,0,56,"37","1","1","1",0
"37048",216,28701,0,69,"39","1","1","1",8355
"37049",0,68892,0,70,"42","1","1","2",6546
"37050",0,83702,0,52,"40","1","1","1",0
"37051",2200,97065,0,55,"44","1","1","1",0
"37052",3000,184500,0,60,"43","5","1","1",0
"37053",3764,301373,0,46,"40","1","1","1",0
"37054",0,62000,0,30,"39","1","1","1",0
"37055",600,117642,0,48,"43","1","1","1",0
"37056",49,38812,0,53,"39","1","1","1",0
"37058",10,24200,0,26,"39","1","1","1",0
"37059",353,46800,7800,43,"43","3","1","2",0
"37060",0,27500,0,37,"39","1","1","1",0
"37061",0,30778,0,22,"39","7","1","1",0
"37062",1643,55166,0,44,"44","4","1","2",0
"37063",0,36400,0,31,"39","6","1","1",0
"37064",1312,178250,0,38,"44","1","1","2",0
"37065",3300,195796,0,62,"39","5","4","1",9546
"37066",0,28555,6600,37,"39","5","1","2",0
"37067",944,69611,0,60,"44","1","2","1",0
"37068",0,57506,0,32,"39","1","1","1",0
"37069",550,14300,0,71,"43","1","4","1",1986
"37070",0,12000,0,55,"37","5","1","2",0
"37071",0,70600,0,52,"39","6","1","1",0
"37072",647,14696,0,65,"39","4","1","1",12126
